,Phrase,Sentiment
6272,"['neither', 'rousing', 'success', 'blinding', 'embarrassment']",2
6273,"['heroic', 'tale', 'persistence', 'sure', 'win', 'viewer', 'heart']",4
6274,"['best', 'herzog', 'perhaps', 'unmistakably', 'herzog']",2
6275,"['mood', 'movie']",1
6276,"['infinitely', 'wittier', 'version', 'home', 'alone', 'formula']",3
6277,"['film', 'appeal', 'lot', 'casting', 'juliette', 'binoche', 'sand', 'brings', 'role', 'pale', 'dark', 'beauty', 'characteristic', 'warmth']",3
6278,"['result', 'depressing', 'liberating', 'never', 'boring']",2
6279,"['though', 'lack', 'utter', 'authority', 'genre', 'gem', 'certain', 'robustness', 'engaging', 'mix', 'love', 'bloodletting']",3
6280,"['movie', 'bad', 'quickly', 'enters', 'pantheon', 'wreckage', 'includes', 'battlefield', 'earth', 'showgirl']",0
6281,"['script', 'fall', 'back', 'many', 'tried', 'true', 'shenanigan', 'hardly', 'distinguish', 'next', 'teen', 'comedy']",0
6282,"['m', 'seigner', 'mr', 'serrault', 'bring', 'fresh', 'unforced', 'naturalism', 'character']",4
6283,"['admirer', 'director', 'abel', 'ferrara', 'may', 'relieved', 'latest', 'feature', 'r', 'xmas', 'mark', 'modest', 'encouraging', 'return', 'form']",4
6284,"['witty', 'contemplative', 'sublimely', 'beautiful']",4
6285,"['passion', 'obsession', 'loneliest', 'dark', 'spot', 'pushed', 'virtuous', 'limit', 'lending', 'narrative', 'unusually', 'surreal', 'tone']",3
6286,"['chance', 'see', 'three', 'splendid', 'actor', 'turn', 'larky', 'chase', 'movie', 'emotionally', 'satisfying', 'exploration', 'human', 'need', 'somebody', 'belong', 'somebody']",4
6287,"['one', 'influential', 'work', 'korean', 'new', 'wave']",4
6288,"['best', 'drug', 'addition', 'movie', 'usually', 'depressing', 'rewarding']",2
6289,"['undoubtedly', 'scariest', 'movie', 'ever', 'made', 'tattoo']",3
6290,"['good', 'thing', 'good', 'thing', 'extreme', 'ops', 'inane', 'gave', 'plenty', 'time', 'ponder', 'thanksgiving', 'list']",2
6291,"['show', 'character', 'act', 'give', 'feeling', 'remorse', 'cut', 'repeatedly', 'flashback', 'original', 'rape', 'overkill', 'highest', 'degree']",2
6292,"['george', 'clooney', 'first', 'directorial', 'effort', 'present', 'utterly', 'ridiculous', 'shaggy', 'dog', 'story', 'one', 'creative', 'energetic', 'original', 'comedy', 'hit', 'screen', 'year']",3
6293,"['ala', 'getting', 'even', 'half', 'interest']",0
6294,"['retooled', 'genre', 'piece', 'tale', 'guy', 'gun', 'amiably', 'idiosyncratic', 'work']",2
6295,['sweet'],3
6296,"['really', 'need', 'another', 'film', 'praise', 'female', 'self', 'sacrifice']",1
6297,"['prepared', 'cling', 'edge', 'seat', 'tense', 'suspense']",4
6298,"['may', 'somewhat', 'backhanded', 'compliment', 'say', 'film', 'make', 'viewer', 'feel', 'like', 'movie', 'various', 'victimized', 'audience', 'member', 'also', 'happens', 'movie', 'admirable', 'quality']",3
6299,"['may', 'work', 'addictive', 'guilty', 'pleasure', 'material', 'never', 'overcomes', 'questionable', 'satirical', 'ambivalence']",1
6300,"['deuce', 'wild', 'tweaked', 'notch', 'would', 'become', 'camp', 'adventure', 'one', 'movie', 'bad', 'start', 'become', 'good']",2
6301,"['engrossing', 'iranian', 'film', 'two', 'itinerant', 'teacher', 'lost', 'desolate', 'people', 'encounter', 'place', 'war', 'savaged', 'life', 'liberty', 'poor', 'dispossessed']",3
6302,"['throughout', 'tumult', 'question', 'come', 'mind', 'boring']",1
6303,"['must', 'gene']",2
6304,"['scene', 'short', 'often', 'unexpected']",2
6305,"['animation', 'increasingly', 'emphasizes', 'computer', 'cool', 'film', 'take', 'stand', 'favor', 'tradition', 'warmth']",3
6306,"['story', 'smart', 'entirely', 'charming', 'intent', 'execution']",3
6307,"['rare', 'film', 'whose', 'real', 'life', 'basis', 'fact', 'interesting', 'embellishment', 'needed']",3
6308,"['powerful', 'telling', 'story', 'examines', 'forbidden', 'love', 'racial', 'tension', 'issue', 'valid', 'today']",4
6309,"['superb', 'huppert', 'magnificent']",4
6310,"['divine', 'secret', 'ya', 'ya', 'sisterhood', 'suffers', 'ploddingly', 'melodramatic', 'structure', 'come', 'life', 'performance']",1
6311,"['devolves', 'derivative', 'leaning', 'badly', 'rendered', 'cgi', 'effect']",1
6312,"['summer', 'overrun', 'movie', 'dominated', 'cgi', 'alien', 'super', 'hero', 'revigorates', 'mind', 'see', 'feature', 'concentrate', 'people', 'project', 'script', 'character', 'hold', 'sway']",4
6313,"['unexpected', 'thing', 'dying', 'shower', 'black', 'white', 'psychedelia', 'quite', 'beautiful']",3
6314,"['bad', 'movie']",0
6315,"['movie', 'end', 'truckzilla', 'cryin', 'loud']",1
6316,"['episode', 'ii', 'attack', 'clone', 'technological', 'exercise', 'lack', 'juice', 'delight']",1
6317,"['year', 'since', 'hr']",2
6318,"['entertaining', 'enough', 'look', 'hefty', 'anti', 'establishment', 'message', 'essentially', 'whip', 'crack', 'buddy', 'movie', 'end', 'whimper']",2
6319,"['bright', 'inventive', 'thoroughly', 'winning', 'flight', 'revisionist', 'fancy']",3
6320,"['art', 'still', 'good', 'yarn', 'nothing', 'sneeze', 'day']",3
6321,"['close', 'solid', 'espionage', 'thriller', 'misfortune', 'released', 'decade', 'late']",2
6322,"['harmless', 'diverting', 'fluff']",2
6323,"['hoot', 'watching', 'rock', 'chomp', 'jumbo', 'ant', 'pull', 'arrow', 'back', 'leap', 'unscathed', 'raging', 'fire']",4
6324,"['scherfig', 'writer', 'director', 'made', 'film', 'unabashedly', 'hopeful', 'actually', 'make', 'heart', 'soar']",4
6325,"['cinematic', 'pratfall', 'given', 'working']",2
6326,"['talk', 'darned', 'assured', 'absolutely', 'idea', 'main', 'character', 'film', 'well', 'way', 'yet', 'hard', 'stop', 'watching']",3
6327,"['miraculous', 'movie', 'going', 'home', 'slight', 'yet', 'overflow', 'wisdom', 'emotion']",4
6328,"['wang', 'xiaoshuai', 'directs', 'intricately', 'structured', 'well', 'realized', 'drama', 'present', 'fascinating', 'glimpse', 'urban', 'life', 'class', 'warfare', 'embroils', 'two', 'young', 'men']",3
6329,"['nohe', 'made', 'decent', 'intro', 'documentary', 'feel', 'like', 'spectator', 'participant']",1
6330,"['thriller', 'send', 'audience', 'talking', 'specific', 'scary', 'scene', 'startling', 'moment', 'frailty', 'leaf', 'u', 'terrifying', 'message', 'real', 'horror', 'may', 'waiting', 'u', 'home']",3
6331,"['pain', 'loneliness', 'insecurity', 'screenwriting', 'process', 'vividly', 'painfully', 'brought', 'slovenly', 'life', 'self', 'deprecating', 'biting', 'witty', 'feature', 'written', 'charlie', 'kaufman', 'twin', 'brother', 'donald', 'directed', 'spike', 'jonze']",3
6332,"['imagine', 'susan', 'sontag', 'falling', 'love', 'howard', 'stern']",1
6333,"['sexy', 'romantic']",4
6334,"['feeble', 'tootsie', 'knockoff']",1
6335,"['supposed', 'post', 'feminist', 'breezy', 'end', 'tedious', 'chatter', 'parrot', 'raised', 'oprah']",0
6336,"['blade', 'ii', 'brilliant', 'director', 'charismatic', 'star', 'suffers', 'rampant', 'vampire', 'devaluation']",2
6337,"['find', 'moviegoing', 'pleasure', 'tiny', 'event', 'could', 'make', 'person', 'lived', 'life', 'half', 'asleep', 'suddenly', 'wake', 'take', 'notice']",3
6338,"['releasing', 'film', 'word', 'dog', 'title', 'january', 'lends', 'easy', 'joke', 'insult', 'snow', 'dog', 'deserves', 'every', 'single', 'one']",1
6339,"['love', 'scene', 'end', 'someone', 'screaming']",1
6340,"['moment', 'ultimately', 'curmudgeon', 'quite', 'make', 'cut', 'placed', 'list', 'favorite']",2
6341,"['riveting', 'performance', 'incredibly', 'flexible', 'cast', 'make', 'love', 'joy', 'behold']",4
6342,"['undeniable', 'enjoyment', 'film', 'crammed', 'movie', 'reference', 'fun', 'wear', 'thin', 'nothing', 'else', 'happening']",3
6343,"['punch', 'seen', 'prison', 'bar', 'fight', 'become', 'much', 'struggle', 'man', 'v', 'man', 'brother', 'man', 'v', 'man']",2
6344,"['personal', 'velocity', 'ought', 'exploring', 'woman', 'inner', 'life', 'never', 'move', 'beyond', 'surface']",2
6345,"['work', 'love', 'story', 'require', 'full', 'emotional', 'involvement', 'support', 'viewer']",2
6346,"['adam', 'four', 'scriptwriter', 'take', 'care', 'character', 'believable', 'feel', 'feel']",4
6347,"['film', 'get', 'close', 'chimp', 'way', 'goodall', 'serious', 'minded', 'patience', 'respect', 'affection']",3
6348,"['one', 'get', 'good', 'natured', 'warning', 'future', 'lizard', 'endeavor', 'need', 'adhere', 'closely', 'law', 'laughter']",1
6349,"['blade', 'runner', 'would', 'looked', 'like', 'low', 'budget', 'series', 'uhf', 'channel']",1
6350,"['film', 'idea', 'buried', 'somewhere', 'inside', 'fabric', 'never', 'clearly', 'seen', 'felt']",1
6351,"['good', 'film', 'solid', 'pedigree', 'front', 'specifically', 'behind', 'camera']",3
6352,"['serving', 'sara', 'long', 'way', 'go', 'reach', 'level', 'crudity', 'latest', 'austin', 'power', 'extravaganza', 'nothing', 'match', 'movie', 'intermittent', 'moment', 'inspiration']",2
6353,"['simultaneously', 'heart', 'breaking', 'funny', 'last', 'kiss', 'really', 'performance']",3
6354,"['story', 'pass', 'time', 'time', 'absurd', 'finale', 'twisted', 'metal', 'fireball', 'revenge']",1
6355,"['tour', 'de', 'force', 'written', 'directed', 'quietly', 'implosion', 'rather', 'explosion', 'fear']",2
6356,"['brought', 'life', 'big', 'screen']",3
6357,"['inexpressible', 'drab', 'wannabe', 'looking', 'exact', 'niche']",1
6358,"['time', 'surprise', 'ending', 'revealed', 'interest', 'revived']",1
6359,"['film', 'sparkle', 'wisdom', 'humor', 'subject']",4
6360,"['hokey', 'piece', 'nonsense', 'try', 'hard', 'emotional']",0
6361,"['wrong', 'reason', 'besides']",1
6362,"['ala', 'man', 'make', 'clothes']",3
6363,"['janice', 'eileen', 'walsh', 'engaging', 'wide', 'eyed', 'actress', 'whose', 'teeth', 'little', 'big', 'mouth', 'infuses', 'movie', 'much', 'slender', 'glinting', 'charm']",3
6364,"['quiet', 'adult', 'stately', 'contemporary', 'movie', 'year', 'true', 'study', 'film', 'questioning', 'heart', 'mind', 'afraid', 'admit', 'answer']",3
6365,"['le', 'cinematically', 'powerful', 'quietly', 'deeply', 'moving', 'powerful']",2
6366,"['memorable', 'circuit', 'shot', 'digital', 'video', 'whose', 'tiny', 'camera', 'enables', 'shafer', 'navigate', 'space', 'large', 'small', 'considerable', 'aplomb']",3
6367,"['best', 'garcia', 'perfectly', 'portrays', 'desperation', 'insecure', 'man']",4
6368,"['mr', 'clooney', 'mr', 'kaufman', 'collaborator', 'entitled', 'take', 'deep', 'bow', 'fashioning', 'engrossing', 'entertainment', 'almost', 'sure', 'fire', 'prescription', 'critical', 'commercial', 'disaster']",3
6369,"['remarkably', 'insightful', 'look', 'backstage', 'angst', 'stand', 'comic']",4
6370,"['wewannour', 'money', 'back', 'actually']",1
6371,"['mood', 'look', 'tone', 'film', 'fit', 'incredible', 'storyline']",3
6372,"['ayurveda', 'help', 'u', 'return', 'sane', 'regimen', 'eating', 'sleeping', 'stress', 'reducing', 'contemplation', 'clearly', 'good', 'thing']",3
6373,"['gangster', 'movie', 'capacity', 'surprise']",3
6374,"['deserving', 'critical', 'backlash']",1
6375,"['share', 'arresting', 'image']",2
6376,"['start', 'tart', 'little', 'lemon', 'drop', 'movie', 'end', 'bitter', 'pill']",1
6377,"['lot', 'tooth', 'roger', 'dodger']",3
6378,"['starting', 'original', 'story', 'instead', 'slapping', 'extreme', 'humor', 'gross', 'gag', 'top', 'old', 'crap']",2
6379,"['certain', 'distasteful', 'child', 'adult', 'alike', 'eight', 'crazy', 'night', 'total', 'misfire']",0
6380,"['director', 'jay', 'russell', 'weighs', 'capricious', 'fairy', 'tale', 'heavy', 'sentiment', 'lightweight', 'meaning']",0
6381,"['mckay', 'seems', 'embarrassed', 'invention', 'try', 'rush', 'intermediary', 'passage', 'apparently', 'hoping', 'audience', 'notice', 'glaring', 'triteness', 'plot', 'device', 'put', 'service']",0
6382,"['one', 'ca', 'shake', 'feeling', 'crossroad', 'nothing', 'hour', 'half', 'long', 'commercial', 'britney', 'latest', 'album']",0
6383,"['mantra', 'behind', 'project', 'seems', 'kid', 'flick']",1
6384,"['often', 'shocking', 'ultimately', 'worthwhile', 'exploration', 'motherhood', 'desperate', 'mother']",4
6385,"['exhibit', 'shallow', 'sensationalism', 'characteristic', 'soap', 'opera', 'salacious', 'telenovela', 'serious', 'drama']",1
6386,"['charming', 'slight', 'tale', 'warmth', 'wit', 'interesting', 'character', 'compassionately', 'portrayed']",3
6387,"['shame', 'stealing', 'harvard', 'busy', 'getting', 'way', 'anything', 'frustrating', 'boring', 'forgettable']",0
6388,"['feel', 'like', 'ate', 'reeses', 'without', 'peanut', 'butter']",1
6389,"['often', 'cute', 'film', 'either', 'need', 'substance', 'fill', 'time', 'judicious', 'editing']",2
6390,"['latest', 'installment', 'horror', 'film', 'franchise', 'apparently', 'invulnerable', 'trademark', 'villain', 'arrived', 'incongruous', 'summer', 'playoff', 'demonstrating', 'yet', 'era', 'intelligent', 'well', 'made', 'b', 'movie', 'long', 'gone']",1
6391,"['one', 'movie', 'want', 'watch', 'week', 'live']",0
6392,"['seemed', 'wasted', 'like', 'deniro', 'promising', 'career', 'grand', 'long', 'beach', 'boardwalk']",1
6393,"['inuit', 'masterpiece', 'give', 'goosebump', 'uncanny', 'tale', 'love', 'communal', 'discord', 'justice', 'unfolds']",4
6394,"['movie', 'appears', 'running', 'hypertime', 'reverse', 'truly', 'funny', 'bit', 'get', 'apart']",1
6395,"['story', 'bogus', 'character', 'tissue', 'thin']",0
6396,"['ponderous', 'plodding', 'soap', 'opera', 'disguised', 'feature', 'film']",1
6397,"['casual', 'moviegoer', 'stumble', 'rule', 'expecting', 'slice', 'american', 'pie', 'hijinks', 'starring', 'kid', 'dawson', 'creek', 'probably', 'run', 'screaming']",1
6398,"['allowed', 'use', 'word', 'new', 'title', 'original', 'character', 'siuation', 'joke', 'entire', 'movie']",0
6399,"['totally', 'overwrought', 'deeply', 'biased', 'wholly', 'designed', 'make', 'feel', 'guilty', 'ignoring', 'filmmaker', 'clearly', 'believe', 'greatest', 'musician', 'time']",0
6400,"['stunning', 'film', 'one', 'kind', 'tour', 'de', 'force']",4
6401,"['wise', 'powerful', 'tale', 'race', 'culture', 'forcefully', 'told', 'superb', 'performance', 'throughout']",4
6402,"['entertaining', 'movie', 'effect', 'boosted', 'size', 'downtown', 'hotel', 'take', 'outer', 'space']",3
6403,"['used', 'say', 'sci', 'fi', 'movie', 'sign', 'tribute', 'shyamalan', 'gift', 'keep', 'watching', 'sky', 'next', 'project']",3
6404,"['instead', 'witty', 'expose', 'banality', 'hypocrisy', 'much', 'kid', 'vid', 'get', 'ugly', 'mean', 'spirited', 'lashing', 'adult', 'apparently', 'forced', 'kid', 'watch', 'many', 'barney', 'video']",1
6405,"['technical', 'triumph', 'extraordinary', 'bore']",1
6406,"['quaid', 'anchor', 'film', 'effortless', 'performance', 'trademark', 'grin', 'perfect', 'ballplayer']",4
6407,"['making', 'tragedy', 'backdrop', 'love', 'story', 'risk', 'trivializing', 'though', 'chouraqui', 'doubt', 'intended', 'film', 'affirm', 'love', 'power', 'help', 'people', 'endure', 'almost', 'unimaginable', 'horror']",3
6408,"['instead', 'contriving', 'climactic', 'hero', 'death', 'beloved', 'major', 'character', 'shall', 'remain', 'nameless', 'invite', 'genuine', 'spontaneity', 'film', 'evil', 'alien', 'laser', 'gun', 'actually', 'hit', 'something']",1
6409,"['mel', 'gibson', 'fight', 'good', 'fight', 'vietnam', 'director', 'randall', 'wallace', 'flag', 'waving', 'war', 'flick', 'core', 'decency']",3
6410,"['barry', 'convinces', 'u', 'dangerous', 'secretly', 'unhinged', 'guy', 'could', 'easily', 'killed', 'president', 'made', 'feel', 'powerful']",4
6411,"['spider', 'man', 'deliver', 'suspect', 'might', 'deliver']",4
6412,"['much', 'farcical', 'sour']",1
6413,"['burn', 'visuals', 'character', 'punchy', 'dialogue', 'plot', 'carry', 'waydowntown']",3
6414,"['kapur', 'contradictory', 'feeling', 'material', 'result', 'movie', 'work']",1
6415,"['problem', 'amazingly', 'enough', 'screenplay']",1
6416,"['tom', 'shadyac', 'learned', 'bit', 'craft', 'since', 'directing', 'adam', 'still', 'lingers', 'every', 'point', 'slowest', 'viewer', 'grasp']",2
6417,"['isabelle', 'huppert', 'excels', 'enigmatic', 'mika', 'anna', 'mouglalis', 'stunning', 'new', 'young', 'talent', 'one', 'chabrol', 'intense', 'psychological', 'mystery']",4
6418,"['production', 'value', 'highest', 'performance', 'attractive', 'without', 'memorable']",3
6419,"['nair', 'attention', 'detail', 'creates', 'impeccable', 'sense', 'place', 'thurman', 'lewis', 'give', 'easily', 'considered', 'career', 'best', 'performance']",4
6420,"['way', 'original', 'even', 'memorable', 'downtown', 'saturday', 'matinee', 'brain', 'candy', 'disappoint']",3
6421,"['completely', 'awful', 'iranian', 'drama', 'much', 'fun', 'grouchy', 'ayatollah', 'cold', 'mosque']",0
6422,"['turn', 'fanciful', 'grisly', 'engagingly', 'quixotic']",3
6423,"['neither', 'revelatory', 'truly', 'edgy', 'merely', 'crassly', 'flamboyant', 'comedically', 'labored']",0
6424,"['much', 'fatale', 'outside', 'stylish', 'surprise', 'ok']",2
6425,"['film', 'nearly', 'terminal', 'case', 'cutis', 'neither', 'funny', 'charming', 'think']",0
6426,"['gentle', 'comic', 'treatment', 'adolescent', 'sturm', 'und', 'drang', 'please', 'fan', 'chris', 'fuhrman', 'posthumously', 'published', 'cult', 'novel']",3
6427,"['holofcener', 'reject', 'patent', 'solution', 'dramatize', 'life', 'messiness', 'inside', 'strange', 'quirk']",4
6428,"['rogers', 'mouth', 'never', 'stop', 'shut', 'war', 'sex', 'win', 'battle']",3
6429,"['grab', 'dark', 'shake', 'vigorously', 'duration']",3
6430,"['cloying', 'voice', 'side', 'story', 'hell']",1
6431,"['way', 'wo', 'talking', 'film', 'exit', 'theater']",3
6432,"['child', 'adult', 'enamored', 'thing', 'pokemon', 'wo', 'disappointed']",3
6433,"['film', 'hero', 'bore', 'innocence', 'soon', 'becomes', 'questionable', 'kind', 'inexcusable', 'dumb', 'innocence']",1
6434,"['bogdanich', 'unashamedly', 'pro', 'serbian', 'make', 'little', 'attempt', 'give', 'voice', 'side']",1
6435,"['extraordinary', 'dramatic', 'experience']",4
6436,"['great', 'performance', 'reminder', 'dickens', 'grandeur']",4
6437,"['look', 'good', 'essentially', 'empty']",1
6438,"['slap', 'funny']",1
6439,"['last', 'dance', 'whatever', 'flaw', 'fulfills', 'one', 'facet', 'mission', 'making', 'want', 'find', 'whether', 'case', 'true']",2
6440,"['story', 'play', 'slowly', 'character', 'intriguing', 'realistic']",3
6441,"['film', 'considered', 'approach', 'subject', 'matter', 'calm', 'thoughtful', 'agitprop', 'thinness', 'characterization', 'make', 'failure', 'straight', 'drama']",0
6442,"['laugh', 'rare', 'snake', 'foo', 'yung']",1
6443,"['movie', 'symptom']",1
6444,"['likely', 'make', 'weep', 'way', 'make', 'feel', 'like', 'sucker']",3
6445,"['though', 'opera', 'take', 'place', 'mostly', 'indoors', 'jacquot', 'seems', 'unsure', 'evoke', 'sort', 'naturalism', 'set']",2
6446,"['one', 'film', 'seems', 'tailor', 'made', 'air', 'pay', 'cable', 'offer', 'modest', 'amusement', 'one', 'nothing', 'else', 'watch']",1
6447,"['young', 'hank', 'fisk', 'vaguely', 'resemble', 'celebrity', 'parent', 'bring', 'fresh', 'good', 'look', 'ease', 'front', 'camera', 'work']",4
6448,"['eight', 'legged', 'freak']",1
6449,"['fierce', 'glaring', 'unforgettable']",3
6450,"['though', 'lan', 'yu', 'lack', 'sense', 'dramatic', 'urgency', 'film', 'make', 'pleasing', 'verisimilitude']",3
6451,"['wallace', 'directs', 'patronising', 'reverence', 'turn', 'stomach']",2
6452,['hate'],0
6453,['drab'],1
6454,"['sort', 'picture', 'whenever', 'one', 'character', 'serious', 'soul', 'searching', 'go', 'picture', 'perfect', 'beach', 'sunset']",1
6455,"['psychologically', 'savvy']",3
6456,"['another', 'best', 'year', 'selection']",4
6457,"['played', 'ryan', 'gosling', 'danny', 'frighteningly', 'fascinating', 'contradiction']",3
6458,"['better', 'described', 'ghost', 'story', 'gone', 'badly', 'awry']",1
6459,"['asian', 'neo', 'realist', 'treasure']",4
6460,"['achingly', 'enthralling', 'premise', 'film', 'hindered', 'uneven', 'dialogue', 'plot', 'lapse']",1
6461,"['disappointingly', 'character', 'strange', 'dysfunctional', 'tom', 'included', 'ever', 'get', 'skin', 'compensated', 'large', 'part', 'wall', 'dialogue', 'visual', 'playfulness', 'outlandishness', 'idea']",2
6462,"['see', 'scratch', 'history', 'see', 'scratch', 'music', 'see', 'scratch', 'lesson', 'scratching', 'see', 'passion']",4
6463,"['rumor', 'angel', 'slip', 'avalanche', 'forced', 'fuzziness']",0
6464,"['hokey', 'manipulative', 'bland', 'wonder', 'bread', 'dipped', 'milk', 'also', 'absolute', 'last', 'thing', 'need', 'hollywood', 'u', 'preaches']",1
6465,"['however', 'pleasant', 'enough', 'ecological', 'pro', 'wildlife', 'sentiment', 'certainly', 'welcome']",3
6466,"['dogtown', 'z', 'boy', 'evokes', 'blithe', 'rebel', 'fantasy', 'kind', 'insouciance', 'embedded', 'sexy', 'demise', 'james', 'dean']",3
6467,"['tony', 'gayton', 'script', 'give', 'u', 'anything', 'seen', 'director', 'j', 'caruso', 'grimy', 'visual', 'veneer', 'kilmer', 'absorbing', 'performance', 'increase', 'gravitational', 'pull', 'considerably']",2
6468,"['story', 'redundancy', 'young', 'actor', 'experienced', 'sometimes', 'inexpressive']",1
6469,"['compared', 'series', 'spectacular', 'belly', 'flop', 'screen', 'runteldat', 'something', 'triumph']",3
6470,"['watching', 'painful']",1
6471,"['every', 'taste', 'often', 'funny', 'collegiate', 'gross', 'comedy', 'go', 'long', 'way', 'toward', 'restoring', 'luster', 'national', 'lampoon', 'film', 'franchise', 'long', 'reduced', 'direct', 'video', 'irrelevancy']",3
6472,"['reason', 'miss', 'interview', 'assassin']",4
6473,"['knowing', 'look', 'female', 'friendship', 'spiked', 'raw', 'urban', 'humor']",3
6474,"['never', 'seen', 'remake', 'anything', 'stomach', 'turning', 'way', 'adam', 'sandler', 'new', 'movie', 'rape', 'pillage', 'incinerates', 'frank', 'capra', 'classic']",0
6475,"['done', 'thousand', 'time', 'already', 'better']",1
6476,"['scene', 'wreaks', 'routine', 'film', 'never', 'manages', 'generate', 'single', 'threat', 'suspense']",2
6477,"['nettelbeck', 'pleasing', 'way', 'metaphor']",3
6478,"['succeeds', 'bullock', 'grant', 'made', 'share', 'silver', 'screen']",2
6479,"['almost', 'elaborate', 'dare', 'full', 'blooded', 'film']",2
6480,"['mike', 'white', 'deft', 'combination', 'serious', 'subject', 'matter', 'dark', 'funny', 'humor', 'make', 'good', 'girl', 'film', 'worth', 'watching']",4
6481,"['film', 'unhurried', 'pace', 'actually', 'one', 'strength']",3
6482,"['cutesy', 'romantic', 'tale', 'twist']",3
6483,"['bizarre', 'piece', 'work', 'premise', 'dialogue', 'level', 'kid', 'television', 'plot', 'thread', 'morose', 'teen', 'pregnancy', 'rape', 'suspected', 'murder']",1
6484,"['competent', 'unpretentious', 'entertainment', 'destined', 'fill', 'school', 'slot', 'shopping', 'mall', 'theater', 'across', 'country']",3
6485,"['dutifully', 'pulling', 'heartstrings', 'director', 'dean', 'deblois', 'chris', 'sander', 'valiantly', 'keep', 'punching', 'mix']",3
6486,"['feel', 'time', 'like', 'giant', 'commercial', 'universal', 'studio', 'much', 'action', 'take', 'place']",0
6487,"['brilliant', 'surfing', 'photography', 'bringing', 'right', 'inside', 'massive', 'wave', 'lift', 'blue', 'crush', 'one', 'summer', 'pleasurable', 'movie']",4
6488,"['last', 'scene', 'film', 'anguished', 'bitter', 'truthful']",3
6489,"['romance', 'lead', 'compelling', 'believable']",1
6490,"['lyrical', 'metaphor', 'cultural', 'personal', 'self', 'discovery', 'picaresque', 'view', 'little', 'remembered', 'world']",3
6491,"['film', 'ultimately', 'quite', 'unengaging']",0
6492,"['fluffy', 'disposible']",1
6493,"['underlying', 'old', 'world', 'sexism', 'monday', 'morning', 'undercut', 'charm']",1
6494,"['material', 'slight', 'movie', 'better', 'might', 'think']",3
6495,"['nothing', 'like', 'love', 'give', 'movie', 'b', 'shot', 'cq', 'shimmer']",4
6496,"['corpse', 'count', 'ultimately', 'override', 'little', 'learn', 'along', 'way', 'vicarious', 'redemption']",1
6497,"['every', 'opportunity', 'something', 'clever', 'film', 'go', 'right', 'edge', 'kill', 'every', 'sense', 'believability', 'left', 'surprise', 'series', 'explosion', 'violence', 'banderas', 'look', 'like', 'trying', 'laugh', 'bad']",1
6498,"['criticism', 'never', 'rise', 'easy', 'cynical', 'potshot', 'morally', 'bankrupt', 'character']",1
6499,"['though', 'equally', 'solipsistic', 'tone', 'movie', 'enough', 'vitality', 'justify', 'notion', 'creating', 'screen', 'adaptation', 'evans', 'saga', 'hollywood', 'excess']",3
6500,"['little', 'stylish', 'exercise', 'revisionism', 'whose', 'point', 'doubt', 'true', 'serf', 'rather', 'thin', 'moral', 'knowing', 'fable']",1
6501,"['one', 'regard', 'reign', 'fire', 'awe']",4
6502,"['anything', 'film', 'something', 'public', 'service', 'shedding', 'light', 'group', 'extremely', 'talented', 'musician', 'might', 'otherwise', 'go', 'unnoticed', 'underappreciated', 'music', 'fan']",4
6503,"['adorably', 'whimsical', 'comedy', 'deserves', 'passing', 'twinkle']",3
6504,"['innate', 'theatrics', 'provide', 'thrill', 'extreme', 'emotion', 'lose', 'luster', 'flattened', 'onscreen']",0
6505,"['parent', 'hand', 'ahead', 'plot', 'time', 'enough', 'clever', 'innuendo', 'fil']",2
6506,"['plot', 'maddeningly', 'insistent', 'repetitive', 'piano', 'score', 'made', 'want', 'scream']",1
6507,"['predictability', 'bland', 'comfort', 'food', 'appeal', 'film', 'pleasant', 'enough', 'dish']",1
6508,"['exercise', 'cynicism', 'every', 'bit', 'ugly', 'shabby', 'digital', 'photography', 'muddy', 'sound']",0
6509,"['another', 'generic', 'drama', 'nothing', 'going', 'exploitive', 'array', 'obligatory', 'cheap', 'thrill']",1
6510,"['strictly', 'middle', 'road']",2
6511,"['film', 'undone', 'anachronistic', 'quick', 'edits', 'occasional', 'jarring', 'glimpse', 'modern', 'theater', 'audience', 'watching', 'event', 'unfold']",1
6512,"['kiddie', 'oriented', 'stinker', 'bad', 'even', 'caught', 'gum', 'stuck', 'seat', 'trying', 'sneak', 'theater']",0
6513,"['filmmaker', 'keep', 'pushing', 'joke', 'expense', 'character', 'thing', 'fall', 'apart']",1
6514,"['two', 'bit', 'potboiler']",1
6515,"['gaping', 'plot', 'hole', 'sink', 'sub', 'standard', 'thriller', 'drag', 'audience', 'enthusiasm', 'crush', 'depth']",0
6516,['make'],2
6517,"['bizarre', 'curiosity', 'memorable', 'mainly', 'way', 'fritter', 'away', 'potentially', 'interesting', 'subject', 'matter', 'via', 'banal', 'script', 'unimpressive', 'acting', 'indifferent', 'direction']",2
6518,"['powder', 'blue', 'sun', 'splashed', 'white', 'tunis', 'make', 'alluring', 'backdrop', 'sensuous', 'spirited', 'tale', 'prim', 'widow', 'find', 'unlikely', 'release', 'belly', 'dancing', 'club']",3
6519,"['amazing', 'film', 'work', 'convincing', 'movie', 'end', 'swear', 'wet', 'place', 'feel', 'sand', 'creeping', 'others']",3
6520,"['insular', 'world']",2
6521,"['violent', 'initiation', 'rite', 'audience', 'much', 'angelique', 'opening', 'dance', 'guarantee', 'karmen', 'enthronement', 'among', 'cinema', 'memorable', 'woman']",2
